gender,city,state,job,category,amt,dia,mes,ano,hora,minuto,is_fraud
M,Davidson,NC,"Engineer, civil (contracting)",grocery_pos,285.79,14,3,2023,0,54,1.0
M,Milford,MI,Sports coach,misc_net,763.35,4,10,2023,0,49,1.0
F,Thornton,CA,Arts development officer,grocery_pos,356.34,27,3,2023,0,16,1.0
M,Fremont,NE,Commissioning editor,shopping_net,977.6,6,5,2023,22,20,1.0
F,El Cajon,CA,Bonds trader,shopping_pos,969.42,15,4,2023,0,14,1.0
M,Marlborough,MA,Retail buyer,grocery_pos,1025.05,13,1,2024,22,8,1.0
M,Allison Park,PA,Software engineer,grocery_pos,845.49,3,9,2023,2,11,1.0
M,Loma Linda,CA,"Embryologist, clinical",misc_net,1106.25,24,11,2023,23,0,1.0
F,Celina,OH,Audiological scientist,kids_pets,275.6,27,2,2024,22,1,1.0
M,Newhall,CA,"Scientist, research (physical sciences)",shopping_net,1007.26,9,12,2023,22,21,1.0
F,Peoria,AZ,Historic buildings inspector/conservation officer,grocery_pos,118.29,4,10,2023,22,31,1.0
M,Riverside,CA,"Accountant, chartered certified",misc_net,844.48,30,12,2023,23,35,1.0
F,Celina,OH,Audiological scientist,misc_pos,372.32,26,2,2024,0,4,1.0
M,Snoqualmie,WA,Museum/gallery curator,shopping_net,1060.45,22,10,2023,22,55,1.0
M,Carlsbad,NM,Nutritional therapist,shopping_net,993.23,17,7,2023,23,23,1.0
M,Perkins,OK,Regulatory affairs officer,gas_transport,8.11,10,10,2023,1,34,1.0
F,Coffeyville,KS,"Biochemist, clinical",shopping_pos,903.53,13,12,2023,21,35,1.0
M,Cicero,IL,Mental health nurse,grocery_pos,993.93,3,4,2023,23,54,1.0
M,Toledo,OH,"Scientist, biomedical",misc_net,841.51,30,1,2024,13,21,1.0
F,San Marcos,CA,Occupational psychologist,misc_net,733.05,25,9,2023,23,51,1.0
F,New York City,NY,Accounting technician,kids_pets,20.0,24,10,2023,23,14,1.0
M,Eugene,OR,Comptroller,shopping_net,931.08,9,4,2023,23,43,1.0
M,Montgomery,AL,Quarry manager,gas_transport,854.12,29,11,2023,0,3,1.0
F,Riverside,IL,IT sales professional,personal_care,24.2,19,5,2023,22,16,1.0
M,Chicago,IL,"Social research officer, government",shopping_net,1009.24,15,12,2023,22,7,1.0
F,Celina,OH,Audiological scientist,shopping_pos,7.43,27,2,2024,1,48,1.0
F,New Milford,NJ,"Engineer, agricultural",shopping_pos,9.21,12,9,2023,1,15,1.0
M,Davidson,NC,"Engineer, civil (contracting)",misc_net,1069.36,15,3,2023,22,50,1.0
M,Saint Clair Shores,MI,Surgeon,misc_net,730.6,6,7,2023,2,15,1.0
F,New Milford,NJ,"Engineer, agricultural",gas_transport,9.4,12,9,2023,11,24,1.0
F,Martinez,CA,Toxicologist,misc_net,724.15,6,10,2023,22,2,1.0
M,Shreveport,LA,"Therapist, horticultural",shopping_pos,829.88,5,11,2023,22,35,1.0
M,Mesa,AZ,Associate Professor,grocery_net,311.83,11,9,2023,1,33,1.0
M,Cicero,IL,Mental health nurse,shopping_net,997.61,4,4,2023,23,7,1.0
M,Louisville,KY,Adult nurse,shopping_pos,834.13,1,2,2024,15,31,1.0
M,Moreno Valley,CA,Paediatric nurse,grocery_pos,9.16,10,7,2023,0,12,1.0
F,Fort Worth,TX,"Social research officer, government",home,17.97,15,11,2023,22,42,1.0
F,Peoria,AZ,Historic buildings inspector/conservation officer,gas_transport,6.39,4,10,2023,3,48,1.0
M,Portage,MI,Research scientist (maths),misc_net,888.49,15,9,2023,23,44,1.0
F,Jacksonville,FL,"Social research officer, government",shopping_net,515.19,6,2,2024,2,46,1.0
F,Birdseye,IN,Chartered accountant,home,248.2,14,6,2023,22,51,1.0
M,Island Park,NY,Radiation protection practitioner,grocery_net,10.37,24,4,2023,2,3,1.0
F,Saint Louis,MO,Lawyer,entertainment,1026.27,1,3,2024,21,32,1.0
M,Rio Rancho,NM,Clothing/textile technologist,kids_pets,837.7,7,9,2023,23,25,1.0
M,Canton,GA,Barista,food_dining,914.63,15,12,2023,22,47,1.0
M,Murrieta,CA,Counselling psychologist,entertainment,443.56,11,12,2023,22,29,1.0
F,San Marcos,CA,Occupational psychologist,gas_transport,7.97,25,9,2023,3,46,1.0
F,Miami,FL,Plant breeder/geneticist,shopping_pos,854.11,17,6,2023,3,31,1.0
M,Harvard,IL,Astronomer,grocery_pos,9.87,27,1,2024,22,43,1.0
M,New York City,NY,Chartered legal executive (England and Wales),misc_net,986.98,2,10,2023,3,27,1.0
F,Lake Wales,FL,Community arts worker,grocery_net,381.3,16,10,2023,3,50,1.0
M,Charlottesville,VA,"Therapist, speech and language",shopping_net,939.19,30,8,2023,22,39,1.0
F,Longwood,FL,"Engineer, broadcasting (operations)",shopping_net,1052.0,18,5,2023,23,10,1.0
F,Sherrard,IL,Medical secretary,grocery_pos,841.5,4,8,2023,0,51,1.0
F,Boise,ID,Banker,shopping_pos,302.43,20,4,2023,23,30,1.0
M,Island Park,NY,Radiation protection practitioner,shopping_pos,1202.04,25,4,2023,22,5,1.0
M,Perkins,OK,Regulatory affairs officer,entertainment,9.16,11,10,2023,22,2,1.0
F,Schenectady,NY,Professor Emeritus,shopping_net,1042.03,9,2,2024,1,21,1.0
F,Mcminnville,OR,"Engineer, civil (contracting)",misc_net,991.08,8,10,2023,23,4,1.0
F,Seattle,WA,Interior and spatial designer,misc_pos,9.74,11,11,2023,3,53,1.0
F,Peoria,AZ,Historic buildings inspector/conservation officer,gas_transport,309.27,4,10,2023,0,14,1.0
F,Buckeye,AZ,"Engineer, aeronautical",misc_pos,1284.23,15,1,2024,1,41,1.0
M,Vandalia,OH,Graphic designer,gas_transport,10.3,18,7,2023,3,42,1.0
F,Thornton,CA,Arts development officer,kids_pets,233.59,28,3,2023,23,59,1.0
F,Riverside,IL,IT sales professional,kids_pets,20.51,19,5,2023,22,11,1.0
M,Riverside,CA,"Accountant, chartered certified",misc_net,973.52,29,12,2023,22,46,1.0
F,Clear Lake,MN,"Engineer, electronics",entertainment,1042.56,13,3,2023,22,45,1.0
F,Circle Pines,MN,"Programmer, systems",shopping_pos,887.29,2,6,2023,23,36,1.0
M,Portland,OR,Merchant navy officer,misc_net,642.22,23,9,2023,1,32,1.0
M,Vandalia,OH,Graphic designer,gas_transport,8.66,18,7,2023,2,51,1.0
M,Oakland,CA,"Engineer, communications",grocery_pos,283.72,2,4,2023,2,48,1.0
F,Roanoke,TX,Product manager,shopping_net,1035.03,11,5,2023,23,0,1.0
M,Snoqualmie,WA,Museum/gallery curator,shopping_net,701.0,22,10,2023,23,48,1.0
F,Burbank,CA,Event organiser,health_fitness,20.18,26,11,2023,23,49,1.0
M,Saint Clair Shores,MI,Surgeon,shopping_pos,761.09,7,7,2023,23,58,1.0
M,Marcus Hook,PA,"Production designer, theatre/television/film",misc_net,768.03,27,5,2023,2,36,1.0
M,Hot Springs National Park,AR,Video editor,shopping_pos,975.76,4,11,2023,23,45,1.0
F,Miami,FL,"Copywriter, advertising",grocery_pos,319.36,18,1,2024,2,7,1.0
F,Somerset,KY,Sports development officer,misc_net,951.07,30,11,2023,14,1,1.0
F,Huntington,WV,"Therapist, speech and language",grocery_pos,8.29,8,6,2023,3,43,1.0
F,Moss Landing,CA,Analytical chemist,misc_net,345.66,24,12,2023,3,42,1.0
F,Somerset,KY,Sports development officer,shopping_pos,1071.99,30,11,2023,21,29,1.0
F,Bronx,NY,"Research officer, government",shopping_net,1192.2,13,12,2023,23,55,1.0
F,District Heights,MD,Midwife,shopping_pos,871.74,5,2,2024,22,23,1.0
M,Nanuet,NY,Ophthalmologist,shopping_net,1035.43,15,12,2023,22,12,1.0
M,Flower Mound,TX,"Surveyor, hydrographic",misc_net,403.83,9,9,2023,22,19,1.0
M,Mesquite,TX,"Engineer, water",shopping_pos,831.05,24,4,2023,14,32,1.0
M,Cleveland,OH,Clothing/textile technologist,shopping_net,1033.6,5,8,2023,23,46,1.0
F,Mahaffey,PA,Chartered accountant,grocery_pos,20.78,3,4,2023,2,24,1.0
F,Fontana,CA,Hydrographic surveyor,misc_net,391.27,12,1,2024,22,37,1.0
F,Miami,FL,Plant breeder/geneticist,home,20.06,18,6,2023,23,26,1.0
F,Janesville,WI,Pathologist,shopping_net,1019.01,9,7,2023,22,43,1.0
M,Perkins,OK,Regulatory affairs officer,health_fitness,446.68,11,10,2023,14,2,1.0
F,Georgetown,KY,Phytotherapist,grocery_pos,291.69,1,8,2023,0,46,1.0
F,Rhinelander,WI,"Teacher, music",kids_pets,126.86,19,7,2023,22,40,1.0
F,Lake Wales,FL,Community arts worker,shopping_net,788.22,17,10,2023,23,2,1.0
M,Denver,CO,Careers adviser,shopping_net,1042.66,6,5,2023,22,18,1.0
M,Greensboro,NC,Management consultant,grocery_pos,294.64,20,9,2023,7,45,1.0
F,Birdseye,IN,Chartered accountant,grocery_net,311.43,13,6,2023,2,55,1.0
F,Northampton,PA,Clothing/textile technologist,shopping_net,919.54,27,8,2023,23,7,1.0
M,Greensboro,NC,Management consultant,shopping_net,1017.11,21,9,2023,23,23,1.0
F,Richmond,VA,"Social research officer, government",shopping_net,19.44,28,7,2023,23,22,1.0
F,Anchorage,AK,"Engineer, broadcasting (operations)",personal_care,8.28,13,5,2023,22,37,1.0
M,Chickasha,OK,Airline pilot,shopping_net,1047.39,27,7,2023,23,47,1.0
F,Midland,NC,Television floor manager,misc_net,739.88,31,10,2023,23,56,1.0
M,Riverside,CA,"Accountant, chartered certified",shopping_net,646.51,30,12,2023,14,38,1.0
M,New York City,NY,Chartered legal executive (England and Wales),grocery_pos,313.63,2,10,2023,1,24,1.0
M,Moreno Valley,CA,Paediatric nurse,grocery_pos,6.13,10,7,2023,2,10,1.0
M,Fremont,NE,Commissioning editor,shopping_net,913.63,6,5,2023,22,23,1.0
F,Saint Louis,MO,Press sub,kids_pets,809.35,9,9,2023,22,33,1.0
F,Coffeyville,KS,"Biochemist, clinical",grocery_pos,1046.47,12,12,2023,23,5,1.0
M,Nanuet,NY,Ophthalmologist,misc_net,880.52,15,12,2023,23,41,1.0
M,Newcastle,OK,IT consultant,shopping_net,895.1,31,7,2023,22,16,1.0
F,Midland,NC,Television floor manager,grocery_pos,295.91,30,10,2023,3,10,1.0
M,Cumberland,MD,"Teacher, adult education",misc_net,1137.63,14,1,2024,23,24,1.0
F,Huntington,WV,"Therapist, speech and language",shopping_net,1019.55,9,6,2023,23,54,1.0
M,Grosse Pointe,MI,"Conservator, furniture",gas_transport,13.38,2,11,2023,3,37,1.0
F,Denver,CO,Clinical embryologist,misc_net,287.38,20,7,2023,1,49,1.0
M,Portland,OR,Merchant navy officer,grocery_pos,11.84,22,9,2023,9,6,1.0
F,Birdseye,IN,Chartered accountant,misc_pos,331.66,13,6,2023,1,44,1.0
F,Orange City,FL,Paediatric nurse,shopping_net,839.28,2,6,2023,22,38,1.0
F,Saint Louis,MO,Press sub,misc_net,887.28,8,9,2023,16,35,1.0
M,Fresno,CA,Acupuncturist,gas_transport,9.06,12,3,2023,1,25,1.0
F,Miami,FL,Plant breeder/geneticist,travel,11.07,18,6,2023,22,22,1.0
F,El Cajon,CA,Bonds trader,entertainment,555.96,16,4,2023,2,20,1.0
M,Loveland,CO,Chief Financial Officer,shopping_net,1030.34,1,3,2024,22,55,1.0
M,Charlottesville,VA,"Therapist, speech and language",shopping_net,270.57,30,8,2023,22,12,1.0
F,Fort Worth,TX,"Social research officer, government",kids_pets,20.57,15,11,2023,12,55,1.0
M,Montgomery,AL,Quarry manager,misc_net,286.42,30,11,2023,0,4,1.0
F,Nampa,ID,Technical author,gas_transport,12.97,24,4,2023,2,39,1.0
M,New York City,NY,Chartered legal executive (England and Wales),grocery_pos,796.56,2,10,2023,3,33,1.0
M,New York City,NY,Chartered legal executive (England and Wales),grocery_pos,276.73,2,10,2023,1,2,1.0
F,Moss Landing,CA,Analytical chemist,gas_transport,1099.9,24,12,2023,1,47,1.0
M,Carlsbad,NM,Nutritional therapist,grocery_pos,339.99,16,7,2023,3,47,1.0
F,Miami,FL,Plant breeder/geneticist,shopping_pos,10.5,17,6,2023,3,43,1.0
F,Martinez,CA,Toxicologist,gas_transport,7.59,6,10,2023,3,0,1.0
M,Carlsbad,NM,Nutritional therapist,shopping_pos,858.79,17,7,2023,23,5,1.0
F,Danville,VA,Academic librarian,grocery_pos,495.06,4,7,2023,3,4,1.0
M,Saint Clair Shores,MI,Surgeon,shopping_pos,787.68,7,7,2023,22,8,1.0
M,Elk Grove Village,IL,Medical laboratory scientific officer,gas_transport,10.1,1,9,2023,1,18,1.0
F,Berlin Heights,OH,"Production assistant, television",personal_care,21.17,16,10,2023,22,48,1.0
F,Sandyville,WV,Retail buyer,home,1043.32,7,1,2024,23,4,1.0
M,Edinburgh,IN,"Scientist, product/process development",grocery_pos,7.97,28,7,2023,9,26,1.0
M,Snoqualmie,WA,Museum/gallery curator,grocery_pos,7.33,21,10,2023,0,3,1.0
M,Moreno Valley,CA,Paediatric nurse,shopping_net,969.92,11,7,2023,23,54,1.0
M,Ellicott City,MD,"Civil engineer, contracting",gas_transport,289.95,2,4,2023,3,14,1.0
F,Patchogue,NY,Systems analyst,shopping_pos,733.62,27,7,2023,23,21,1.0
M,Grosse Pointe,MI,"Conservator, furniture",shopping_net,953.1,3,11,2023,23,10,1.0
F,Ormond Beach,FL,Speech and language therapist,shopping_pos,306.05,19,9,2023,15,9,1.0
M,Burlington,WA,Fish farm manager,shopping_net,408.41,11,7,2023,23,43,1.0
F,Saint Louis,MO,Press sub,misc_net,997.27,8,9,2023,22,55,1.0
M,Newbury,OH,Podiatrist,grocery_pos,261.6,2,2,2024,0,59,1.0
M,Charlottesville,VA,"Therapist, speech and language",misc_pos,1032.3,30,8,2023,23,51,1.0
F,El Cajon,CA,Bonds trader,shopping_net,1046.32,15,4,2023,3,39,1.0
F,Schenectady,NY,Professor Emeritus,shopping_pos,506.93,10,2,2024,3,30,1.0
F,Berlin Heights,OH,"Production assistant, television",misc_net,725.76,15,10,2023,8,24,1.0
M,College Station,TX,"Chemist, analytical",grocery_pos,282.69,7,5,2023,3,59,1.0
F,Martinez,CA,Toxicologist,grocery_pos,303.21,6,10,2023,5,15,1.0
F,Richmond,VA,"Social research officer, government",gas_transport,276.78,27,7,2023,1,35,1.0
F,Bronx,NY,"Research officer, government",shopping_net,923.34,13,12,2023,23,52,1.0
F,Carson City,NV,Health and safety inspector,grocery_pos,8.71,26,12,2023,0,37,1.0
M,Shreveport,LA,"Therapist, horticultural",shopping_pos,1197.84,5,11,2023,23,13,1.0
M,Moreno Valley,CA,Paediatric nurse,grocery_pos,9.85,10,7,2023,2,3,1.0
F,Peoria,AZ,Historic buildings inspector/conservation officer,shopping_net,255.12,5,10,2023,22,6,1.0
M,Indianapolis,IN,Product manager,grocery_pos,314.89,7,4,2023,3,38,1.0
F,Seattle,WA,Interior and spatial designer,grocery_pos,9.9,11,11,2023,3,28,1.0
F,San Marcos,CA,Occupational psychologist,shopping_net,853.39,26,9,2023,12,2,1.0
F,Bronx,NY,"Research officer, government",grocery_net,9.05,12,12,2023,3,30,1.0
M,Ashland,OR,Field seismologist,misc_net,282.72,30,6,2023,1,11,1.0
M,Loveland,CO,Chief Financial Officer,gas_transport,9.47,29,2,2024,2,13,1.0
M,Leesburg,GA,Dancer,misc_net,829.15,18,2,2024,23,57,1.0
M,Apopka,FL,Emergency planning/management officer,shopping_pos,1036.78,21,8,2023,23,12,1.0
M,Island Park,NY,Radiation protection practitioner,shopping_net,975.46,25,4,2023,23,29,1.0
F,Moss Landing,CA,Analytical chemist,grocery_pos,363.02,24,12,2023,2,31,1.0
F,Milwaukee,WI,Senior tax professional/tax inspector,home,1024.44,5,8,2023,23,30,1.0
F,Bethel,OH,"Teacher, secondary school",personal_care,17.28,5,8,2023,20,2,1.0
F,Miami,FL,Plant breeder/geneticist,personal_care,17.62,18,6,2023,16,37,1.0
F,Thornton,CA,Arts development officer,grocery_pos,357.55,27,3,2023,1,21,1.0
M,Edinburgh,IN,"Scientist, product/process development",misc_net,831.84,28,7,2023,22,44,1.0
M,Mesquite,TX,"Engineer, water",shopping_pos,753.7,24,4,2023,22,58,1.0
M,Fresno,CA,Acupuncturist,gas_transport,298.65,12,3,2023,1,22,1.0
F,Tiffin,OH,Architect,shopping_net,1064.97,19,12,2023,19,19,1.0
F,Rochester,NY,Management consultant,shopping_net,835.67,9,8,2023,20,33,1.0
F,Hawthorne,FL,Games developer,food_dining,130.93,23,11,2023,9,6,1.0
M,Brockton,MA,Hydrogeologist,shopping_net,1110.2,10,9,2023,23,48,1.0
M,York,PA,Radio broadcast assistant,misc_net,804.13,20,10,2023,0,25,1.0
M,Colorado Springs,CO,Statistician,food_dining,447.25,7,12,2023,22,4,1.0
F,Janesville,WI,Pathologist,gas_transport,9.13,8,7,2023,0,50,1.0
F,Miami,FL,Plant breeder/geneticist,gas_transport,305.8,17,6,2023,2,21,1.0
M,Eugene,OR,Comptroller,grocery_pos,752.05,8,4,2023,23,30,1.0
F,Bethel,OH,"Teacher, secondary school",shopping_net,359.07,4,8,2023,3,9,1.0
M,Seattle,WA,"Therapist, sports",shopping_net,1029.46,30,12,2023,22,42,1.0
M,Nanuet,NY,Ophthalmologist,misc_net,782.39,15,12,2023,23,39,1.0
M,Spring City,TN,"Designer, multimedia",misc_net,8.26,1,3,2024,23,43,1.0
M,Houston,TX,Health and safety inspector,grocery_pos,318.46,29,7,2023,10,16,1.0
M,Ashland,OR,Field seismologist,grocery_pos,1009.58,29,6,2023,2,58,1.0
F,Rhinelander,WI,"Teacher, music",travel,10.14,19,7,2023,22,32,1.0
M,Newcastle,OK,IT consultant,grocery_pos,320.56,30,7,2023,3,19,1.0
F,Roanoke,TX,Product manager,grocery_pos,312.58,10,5,2023,1,47,1.0
M,Davidson,NC,"Engineer, civil (contracting)",grocery_net,11.28,14,3,2023,10,45,1.0
F,Columbia,MD,Statistician,shopping_net,21.71,30,7,2023,22,45,1.0
M,Koosharem,UT,"Surveyor, land/geomatics",food_dining,131.22,30,1,2024,18,32,1.0
M,Winston Salem,NC,General practice doctor,grocery_net,293.12,4,5,2023,2,36,1.0
F,Two Rivers,WI,Accounting technician,shopping_net,889.73,27,10,2023,23,55,1.0
M,Portland,OR,Merchant navy officer,health_fitness,20.32,23,9,2023,23,52,1.0
M,Staunton,IL,Editorial assistant,grocery_pos,8.4,24,7,2023,0,57,1.0
M,Marcus Hook,PA,"Production designer, theatre/television/film",shopping_pos,768.25,27,5,2023,22,5,1.0
F,Rhinelander,WI,"Teacher, music",gas_transport,116.99,18,7,2023,2,24,1.0
F,Bronx,NY,Fisheries officer,misc_net,788.72,4,1,2024,22,22,1.0
F,El Paso,TX,"Programmer, multimedia",shopping_pos,11.43,1,12,2023,22,27,1.0
F,New York City,NY,Accounting technician,food_dining,745.64,24,10,2023,7,22,1.0
M,Louisville,KY,Adult nurse,entertainment,939.67,1,2,2024,22,57,1.0
F,Moss Landing,CA,Analytical chemist,gas_transport,15.08,24,12,2023,1,55,1.0
M,Riverside,CA,"Accountant, chartered certified",grocery_pos,8.12,29,12,2023,1,40,1.0
F,Birdseye,IN,Chartered accountant,gas_transport,348.98,13,6,2023,1,51,1.0
M,Eugene,OR,Comptroller,shopping_pos,333.09,9,4,2023,23,49,1.0
F,Muscatine,IA,Systems developer,grocery_pos,8.98,15,6,2023,10,17,1.0
M,Miami,FL,Historic buildings inspector/conservation officer,grocery_pos,268.03,31,1,2024,0,45,1.0
F,Gallatin,TN,"Accountant, chartered certified",grocery_pos,9.76,17,7,2023,1,50,1.0
F,Salt Lake City,UT,"Programme researcher, broadcasting/film/video",personal_care,20.28,22,4,2023,23,16,1.0
M,Colorado Springs,CO,Statistician,misc_net,923.34,6,12,2023,22,11,1.0
F,Fontana,CA,Hydrographic surveyor,grocery_pos,330.27,11,1,2024,3,28,1.0
F,Calhan,CO,Sports development officer,gas_transport,8.66,27,9,2023,2,50,1.0
F,Bronx,NY,"Research officer, government",shopping_pos,1087.28,13,12,2023,22,21,1.0
M,Ellicott City,MD,"Civil engineer, contracting",shopping_pos,1029.27,3,4,2023,23,46,1.0
M,Oakland,CA,"Engineer, communications",shopping_net,1016.19,2,4,2023,23,11,1.0
M,Brockton,MA,Hydrogeologist,shopping_net,938.19,11,9,2023,23,52,1.0
F,San Marcos,CA,Occupational psychologist,gas_transport,9.08,25,9,2023,2,44,1.0
M,Snoqualmie,WA,Museum/gallery curator,shopping_net,1089.33,22,10,2023,22,15,1.0
F,Salt Lake City,UT,"Programme researcher, broadcasting/film/video",shopping_pos,538.72,21,4,2023,3,21,1.0
F,Flint,MI,Site engineer,food_dining,928.81,14,11,2023,22,45,1.0
M,Biloxi,MS,Horticultural therapist,kids_pets,1015.64,21,8,2023,12,59,1.0
M,Chickasha,OK,Airline pilot,shopping_net,987.64,27,7,2023,22,19,1.0
M,Davis City,IA,"Programmer, systems",shopping_net,1077.15,11,8,2023,22,2,1.0
M,Jackson,MI,"Designer, furniture",personal_care,1003.96,23,7,2023,23,39,1.0
F,New York City,NY,Accounting technician,shopping_pos,11.05,23,10,2023,6,50,1.0
M,Cicero,IL,Mental health nurse,shopping_net,830.53,4,4,2023,13,47,1.0
F,Seattle,WA,Interior and spatial designer,grocery_net,379.45,11,11,2023,2,0,1.0
F,Keithville,LA,General practice doctor,shopping_net,1119.7,21,12,2023,22,20,1.0
F,Two Rivers,WI,Accounting technician,grocery_pos,1071.64,26,10,2023,23,38,1.0
F,Calhan,CO,Sports development officer,shopping_pos,981.16,28,9,2023,20,49,1.0
F,Saint Louis,MO,Press sub,shopping_net,975.74,9,9,2023,16,30,1.0
M,Miami,FL,Historic buildings inspector/conservation officer,grocery_pos,285.23,31,1,2024,1,15,1.0
M,Perkins,OK,Regulatory affairs officer,grocery_pos,10.6,10,10,2023,1,30,1.0
M,Toledo,OH,"Scientist, biomedical",gas_transport,7.15,29,1,2024,2,34,1.0
F,Jacksonville,FL,"Social research officer, government",kids_pets,265.96,7,2,2024,23,38,1.0
F,Milwaukee,WI,Senior tax professional/tax inspector,gas_transport,310.95,4,8,2023,10,21,1.0
M,Spring City,TN,"Designer, multimedia",grocery_pos,286.08,29,2,2024,0,20,1.0
F,Boston,MA,"Engineer, manufacturing systems",grocery_pos,293.66,11,2,2024,0,17,1.0
F,Palm Coast,FL,Learning disability nurse,shopping_net,1153.01,24,10,2023,0,45,1.0
M,Belle Vernon,PA,Solicitor,shopping_pos,870.8,16,7,2023,12,49,1.0
F,Martinez,CA,Toxicologist,gas_transport,284.72,6,10,2023,0,35,1.0
F,Ontario,CA,"Nurse, mental health",grocery_pos,982.01,20,8,2023,23,22,1.0
F,Denver,CO,Clinical embryologist,gas_transport,302.41,19,7,2023,1,44,1.0
M,Atlanta,GA,Maintenance engineer,shopping_net,7.06,15,12,2023,22,54,1.0
F,Greendale,WI,Tax inspector,home,20.16,5,1,2024,23,24,1.0
F,Rocky Mount,VA,"Psychologist, counselling",shopping_net,956.19,19,4,2023,23,30,1.0
F,Richmond,VA,"Social research officer, government",shopping_pos,309.62,28,7,2023,22,35,1.0
M,Allison Park,PA,Software engineer,misc_net,670.97,3,9,2023,0,48,1.0
M,Davidson,NC,"Engineer, civil (contracting)",shopping_pos,1020.92,15,3,2023,22,23,1.0
F,Champaign,IL,Publishing copy,grocery_pos,322.9,14,4,2023,3,51,1.0
M,Shreveport,LA,"Therapist, horticultural",shopping_pos,951.36,5,11,2023,22,32,1.0
F,Roanoke,TX,Product manager,grocery_pos,289.48,10,5,2023,22,26,1.0
F,Celina,OH,Audiological scientist,home,237.22,27,2,2024,23,35,1.0
M,Moreno Valley,CA,Paediatric nurse,gas_transport,294.06,10,7,2023,0,41,1.0
F,Birdseye,IN,Chartered accountant,shopping_net,5.68,13,6,2023,1,59,1.0
M,Grosse Pointe,MI,"Conservator, furniture",shopping_net,296.36,3,11,2023,23,30,1.0
F,Nashville,TN,"Buyer, retail",misc_net,328.48,24,2,2024,16,48,1.0
F,Gallatin,TN,"Accountant, chartered certified",home,20.59,18,7,2023,23,16,1.0
M,Shelton,CT,"Surveyor, building control",gas_transport,883.82,26,2,2024,1,0,1.0
M,Elk Grove Village,IL,Medical laboratory scientific officer,shopping_net,748.58,2,9,2023,21,21,1.0
F,Sayville,NY,Private music teacher,grocery_pos,846.0,16,1,2024,2,48,1.0
M,Levelland,TX,Firefighter,shopping_net,1162.81,25,8,2023,23,1,1.0
M,Eugene,OR,Comptroller,gas_transport,8.59,8,4,2023,3,22,1.0
M,Peoria,IL,"Accountant, chartered",misc_net,585.73,4,5,2023,2,13,1.0
M,Santa Ana,CA,"Designer, textile",shopping_net,1043.56,2,2,2024,14,55,1.0
M,Milford,MI,Sports coach,grocery_pos,10.15,4,10,2023,2,30,1.0
M,Perkins,OK,Regulatory affairs officer,gas_transport,306.39,10,10,2023,3,34,1.0
F,Saint Paul,MN,Seismic interpreter,shopping_pos,935.23,12,3,2023,3,3,1.0
M,Staunton,IL,Editorial assistant,personal_care,1086.05,25,7,2023,22,28,1.0
F,Bronx,NY,"Research officer, government",shopping_net,957.0,13,12,2023,23,57,1.0
M,Toledo,OH,"Scientist, biomedical",shopping_pos,910.2,30,1,2024,22,21,1.0
F,Moss Landing,CA,Analytical chemist,shopping_net,4.61,24,12,2023,1,16,1.0
M,Biloxi,MS,Horticultural therapist,gas_transport,287.77,20,8,2023,1,23,1.0
F,Hawthorne,FL,Games developer,shopping_pos,6.16,22,11,2023,1,39,1.0
M,Dadeville,AL,Ranger/warden,misc_net,887.14,8,5,2023,0,36,1.0
F,Miami,FL,Early years teacher,misc_pos,8.56,1,3,2024,0,27,1.0
F,Greendale,WI,Tax inspector,gas_transport,10.35,4,1,2024,1,34,1.0
M,Burlington,WA,Fish farm manager,entertainment,833.9,11,7,2023,13,32,1.0
M,Brockton,MA,Hydrogeologist,grocery_pos,298.87,10,9,2023,3,35,1.0
M,Cleveland,OH,Clothing/textile technologist,shopping_net,878.4,5,8,2023,23,9,1.0
F,Sayville,NY,Private music teacher,entertainment,513.94,17,1,2024,0,44,1.0
F,Richmond,VA,"Social research officer, government",grocery_pos,311.25,27,7,2023,10,54,1.0
F,Flint,MI,Site engineer,shopping_net,130.52,14,11,2023,23,22,1.0
M,Flower Mound,TX,"Surveyor, hydrographic",kids_pets,884.62,9,9,2023,22,13,1.0
M,Rio Rancho,NM,Clothing/textile technologist,grocery_pos,326.07,6,9,2023,3,37,1.0
M,Biloxi,MS,Horticultural therapist,misc_net,937.37,20,8,2023,23,54,1.0
M,Belle Vernon,PA,Solicitor,shopping_pos,1089.68,16,7,2023,23,29,1.0
F,Anchorage,AK,"Engineer, broadcasting (operations)",travel,19.46,13,5,2023,22,35,1.0
F,Northampton,PA,Clothing/textile technologist,gas_transport,6.72,27,8,2023,10,51,1.0
M,Hot Springs National Park,AR,Video editor,shopping_pos,857.78,4,11,2023,22,58,1.0
M,Winston Salem,NC,General practice doctor,grocery_pos,10.12,4,5,2023,2,1,1.0
F,Muscatine,IA,Systems developer,grocery_net,278.92,15,6,2023,1,23,1.0
M,Louisville,KY,Adult nurse,gas_transport,293.87,31,1,2024,11,40,1.0
M,Fort Cobb,OK,Insurance risk surveyor,shopping_net,886.89,11,6,2023,19,27,1.0
F,Two Rivers,WI,Accounting technician,grocery_pos,322.24,26,10,2023,0,34,1.0
M,Yarmouth Port,MA,Electronics engineer,gas_transport,305.27,29,12,2023,0,7,1.0
F,Lake Wales,FL,Community arts worker,misc_net,929.73,17,10,2023,22,38,1.0
M,Greensboro,NC,Management consultant,grocery_pos,332.95,20,9,2023,2,14,1.0
M,Greensboro,NC,Management consultant,shopping_pos,860.17,21,9,2023,22,42,1.0
